link_id,scenario,tx_power_dbm,rx_sensitivity_dbm,system_margin_db,fiber_length_km,fiber_att_db_per_km,n_splice,splice_loss_db,n_connector,connector_loss_db,splitter_loss_db,other_loss_db
link_01319,base,2,-28,2,9.95,0.2,3,0.053,2,0.262,0.5,0.17
link_01320,base,2,-20,4,19.2,0.5,6,0.051,6,0.303,1.5,0.52
link_01321,base,8,-27,5,18.28,0.2,6,0.1,6,0.209,2.0,2.15
link_01322,base,2,-20,4,16.58,0.5,5,0.149,8,0.212,2.0,1.9
link_01323,base,6,-27,2,5.3,0.3,1,0.122,2,0.336,1.5,0.6
link_01324,base,2,-29,4,39.39,0.5,13,0.072,8,0.228,1.0,1.48
link_01325,base,2,-20,2,27.66,0.3,9,0.096,8,0.44,0.5,0.63
link_01326,base,8,-28,5,6.47,0.4,2,0.135,2,0.287,1.5,1.07
link_01327,base,2,-28,5,28.1,0.5,9,0.075,8,0.433,1.0,1.93
link_01328,base,4,-28,4,3.67,0.5,1,0.073,8,0.443,0.5,0.25
link_01329,base,2,-20,5,7.29,0.4,2,0.129,8,0.206,1.5,1.59
link_01330,base,8,-27,4,6.04,0.5,2,0.106,8,0.22,0.5,0.66
link_01331,base,6,-20,5,38.05,0.3,12,0.141,4,0.236,1.0,0.22
link_01332,base,4,-20,4,9.1,0.4,3,0.098,4,0.375,0.5,1.4
link_01333,base,4,-29,3,10.83,0.5,3,0.051,2,0.353,0.5,0.28
link_01334,base,2,-29,3,27.3,0.4,9,0.142,8,0.44,1.0,1.66
link_01335,base,4,-27,3,20.17,0.5,6,0.105,2,0.244,1.0,2.14
link_01336,base,2,-20,2,7.53,0.3,2,0.075,8,0.452,1.5,2.34
link_01337,base,8,-27,5,33.46,0.2,11,0.137,8,0.208,1.5,0.98
link_01338,base,4,-28,5,25.04,0.5,8,0.115,4,0.272,1.5,1.24
link_01339,base,2,-20,2,4.85,0.2,1,0.12,4,0.432,0.5,0.92
link_01340,base,8,-29,4,16.94,0.4,5,0.142,8,0.353,2.0,1.89
link_01341,base,4,-20,4,33.9,0.2,11,0.119,6,0.36,0.5,0.63
link_01342,base,6,-29,3,12.19,0.4,4,0.143,6,0.472,1.0,0.87
link_01343,base,6,-20,4,13.64,0.4,4,0.11,4,0.43,1.0,2.01
link_01344,base,4,-29,4,28.16,0.3,9,0.13,4,0.235,1.5,1.6
link_01345,base,6,-28,5,9.82,0.4,3,0.075,8,0.415,2.0,1.34
link_01346,base,2,-29,2,7.56,0.5,2,0.131,8,0.201,1.0,2.03
link_01347,base,8,-20,4,11.68,0.5,3,0.07,2,0.494,2.0,1.49
link_01348,base,8,-29,2,20.1,0.3,6,0.068,6,0.428,0.5,0.1
link_01349,base,2,-29,3,4.67,0.2,1,0.143,8,0.261,0.5,0.02
link_01350,base,6,-29,5,14.83,0.3,4,0.073,6,0.478,1.5,2.1
link_01351,base,6,-28,3,7.76,0.5,2,0.07,2,0.486,0.5,1.43
link_01352,base,6,-20,2,25.34,0.2,8,0.075,8,0.266,2.0,1.52
link_01353,base,4,-29,2,35.89,0.2,11,0.074,6,0.331,2.0,1.12
link_01354,base,2,-20,5,10.82,0.5,3,0.065,8,0.455,2.0,0.06
link_01355,base,4,-20,5,31.07,0.4,10,0.082,8,0.352,2.0,2.1
link_01356,base,6,-28,2,25.05,0.5,8,0.067,8,0.262,1.5,0.88
link_01357,base,6,-28,5,12.42,0.5,4,0.146,4,0.394,0.5,1.13
link_01358,base,8,-29,4,32.4,0.5,10,0.052,8,0.417,2.0,0.22
link_01359,base,4,-29,4,11.69,0.4,3,0.098,4,0.266,1.0,2.11
link_01360,base,6,-27,3,39.21,0.2,13,0.121,4,0.228,0.5,0.63
link_01361,base,6,-20,3,21.96,0.4,7,0.064,8,0.284,1.0,0.57
link_01362,base,2,-28,2,13.84,0.2,4,0.107,4,0.286,2.0,2.36
link_01363,base,4,-27,3,36.01,0.2,12,0.057,2,0.281,1.0,1.33
link_01364,base,6,-28,3,31.6,0.3,10,0.075,2,0.298,1.0,1.92
link_01365,base,2,-27,5,21.5,0.3,7,0.067,8,0.247,1.0,0.6
link_01366,base,6,-29,5,25.14,0.3,8,0.095,2,0.414,1.0,1.6
link_01367,base,2,-20,3,30.67,0.2,10,0.079,8,0.403,2.0,1.38
link_01368,base,8,-29,5,29.6,0.4,9,0.102,8,0.25,2.0,0.32
link_01369,base,2,-29,4,3.38,0.2,1,0.11,8,0.315,1.5,0.93
link_01370,base,4,-27,3,13.95,0.5,4,0.128,4,0.335,1.0,1.62
link_01371,base,4,-28,2,13.47,0.3,4,0.14,6,0.346,2.0,1.78
link_01372,base,4,-20,3,16.12,0.5,5,0.146,4,0.484,0.5,0.74
link_01373,base,8,-20,5,4.02,0.2,1,0.11,6,0.446,2.0,0.1
link_01374,base,8,-27,4,39.29,0.4,13,0.069,4,0.203,0.5,0.36
link_01375,base,6,-27,2,29.02,0.3,9,0.113,6,0.207,2.0,0.84
link_01376,base,6,-29,4,25.29,0.4,8,0.055,2,0.465,2.0,1.08
link_01377,base,2,-28,5,21.53,0.4,7,0.116,8,0.419,1.5,0.36
link_01378,base,4,-27,5,30.96,0.4,10,0.089,2,0.213,0.5,2.38
link_01379,base,4,-20,3,9.39,0.5,3,0.105,6,0.497,1.0,0.0
link_01380,base,2,-29,5,4.52,0.2,1,0.072,4,0.477,2.0,0.29
link_01381,base,6,-29,5,27.44,0.4,9,0.108,6,0.389,1.5,1.32
link_01382,base,6,-28,3,27.37,0.2,9,0.093,6,0.298,1.5,1.25
link_01383,base,8,-27,4,29.52,0.4,9,0.061,4,0.367,1.0,2.2
link_01384,base,4,-27,4,11.45,0.5,3,0.124,8,0.37,1.5,0.2
link_01385,base,8,-27,4,8.17,0.2,2,0.094,8,0.246,2.0,2.45
link_01386,base,6,-27,4,14.68,0.3,4,0.099,8,0.478,2.0,1.47
link_01387,base,4,-29,3,17.4,0.3,5,0.084,6,0.378,0.5,0.25
link_01388,base,2,-28,5,5.13,0.5,1,0.14,4,0.498,0.5,1.18
link_01389,base,6,-29,4,3.24,0.2,1,0.054,6,0.299,0.5,2.49
link_01390,base,2,-27,3,5.13,0.3,1,0.14,8,0.232,1.5,1.54
link_01391,base,6,-28,2,21.99,0.5,7,0.111,6,0.247,0.5,1.24
link_01392,base,6,-27,5,10.5,0.4,3,0.117,8,0.443,1.5,2.38
link_01393,base,8,-20,3,13.64,0.4,4,0.117,4,0.272,1.0,1.76
link_01394,base,2,-27,3,3.4,0.2,1,0.15,4,0.245,0.5,0.71
link_01395,base,6,-28,5,14.64,0.5,4,0.091,6,0.481,1.0,2.24
link_01396,base,6,-28,5,26.93,0.3,8,0.085,2,0.209,1.5,0.97
link_01397,base,8,-20,4,32.88,0.5,10,0.063,6,0.424,2.0,1.65
link_01398,base,4,-27,3,38.41,0.4,12,0.092,8,0.463,1.5,0.37
link_01399,base,4,-20,4,35.6,0.3,11,0.122,8,0.212,0.5,1.58
link_01400,base,6,-29,2,29.03,0.2,9,0.098,4,0.263,1.5,1.7
link_01401,base,6,-20,3,34.6,0.5,11,0.127,2,0.336,1.5,1.35
link_01402,base,2,-29,4,30.72,0.2,10,0.091,2,0.342,2.0,2.32
link_01403,base,4,-29,3,36.74,0.5,12,0.076,2,0.445,1.5,0.99
link_01404,base,4,-27,3,2.16,0.5,1,0.074,2,0.329,0.5,2.01
link_01405,base,8,-27,4,12.4,0.2,4,0.1,4,0.36,1.5,1.95
link_01406,base,8,-29,3,34.5,0.3,11,0.051,8,0.224,1.0,2.37
link_01407,base,4,-29,3,2.79,0.4,1,0.117,8,0.249,2.0,0.51
link_01408,base,2,-29,4,8.23,0.2,2,0.058,4,0.462,0.5,2.38
link_01409,base,6,-28,2,4.51,0.5,1,0.084,8,0.353,2.0,1.67
link_01410,base,2,-29,2,12.58,0.4,4,0.068,4,0.364,1.5,1.81
link_01411,base,2,-27,3,36.61,0.3,12,0.084,4,0.344,1.5,0.07
link_01412,base,8,-27,5,34.43,0.3,11,0.067,8,0.432,0.5,2.44
link_01413,base,8,-20,5,30.3,0.4,10,0.114,4,0.47,0.5,1.13
link_01414,base,6,-27,4,2.14,0.4,1,0.092,2,0.491,2.0,0.21
link_01415,base,2,-28,5,34.03,0.5,11,0.105,6,0.236,0.5,1.97
link_01416,base,4,-29,5,26.25,0.4,8,0.054,2,0.216,1.5,1.66
link_01417,base,6,-20,3,39.94,0.4,13,0.084,8,0.494,1.5,0.19
link_01418,base,6,-20,2,13.72,0.2,4,0.148,6,0.255,0.5,2.17
link_01419,base,2,-29,2,37.39,0.2,12,0.147,6,0.295,0.5,0.46
link_01420,base,2,-28,2,10.07,0.4,3,0.081,2,0.443,1.5,2.27
link_01421,base,2,-20,2,27.0,0.4,9,0.142,8,0.228,1.5,0.67
link_01422,base,2,-27,2,3.98,0.2,1,0.139,2,0.341,1.5,1.01
link_01423,base,4,-28,2,6.06,0.4,2,0.067,2,0.389,0.5,1.18
link_01424,base,4,-28,3,29.69,0.5,9,0.051,6,0.373,1.0,1.23
link_01425,base,8,-28,5,11.04,0.3,3,0.133,6,0.303,2.0,2.43
link_01426,base,6,-29,3,17.64,0.2,5,0.121,6,0.395,2.0,0.0
link_01427,base,4,-29,3,6.36,0.3,2,0.131,2,0.49,1.0,0.33
link_01428,base,4,-27,2,3.53,0.5,1,0.063,4,0.283,0.5,1.44
link_01429,base,2,-27,5,26.77,0.2,8,0.084,8,0.243,0.5,2.17
link_01430,base,8,-20,4,14.35,0.5,4,0.116,4,0.262,1.5,0.47
link_01431,base,4,-20,5,27.3,0.4,9,0.094,6,0.201,2.0,0.4
link_01432,base,2,-20,4,31.69,0.3,10,0.091,6,0.242,1.5,0.44
link_01433,base,8,-27,5,31.22,0.4,10,0.08,4,0.335,1.5,2.1
link_01434,base,6,-28,5,38.61,0.3,12,0.094,4,0.205,1.0,1.61
link_01435,base,4,-27,4,16.61,0.4,5,0.102,2,0.282,1.5,1.87
link_01436,base,2,-28,4,2.77,0.4,1,0.131,4,0.388,0.5,0.37
link_01437,base,8,-29,2,2.74,0.5,1,0.069,2,0.42,2.0,0.63
link_01438,base,4,-20,4,32.57,0.2,10,0.088,4,0.467,1.5,0.11
link_01439,base,8,-28,4,14.77,0.5,4,0.073,2,0.407,0.5,1.41
link_01440,base,8,-27,3,7.21,0.5,2,0.091,2,0.231,2.0,1.8
link_01441,base,4,-28,4,10.39,0.2,3,0.054,2,0.475,2.0,0.3
link_01442,base,8,-28,2,12.66,0.4,4,0.142,2,0.228,1.5,1.98
link_01443,base,4,-27,5,22.4,0.4,7,0.104,2,0.478,2.0,2.04
link_01444,base,8,-29,2,10.22,0.2,3,0.1,4,0.477,1.5,0.0
link_01445,base,6,-20,3,28.46,0.2,9,0.124,2,0.4,1.0,0.43
link_01446,base,2,-28,3,7.96,0.3,2,0.07,6,0.338,2.0,0.56
link_01447,base,2,-28,4,7.11,0.4,2,0.133,8,0.246,0.5,2.08
link_01448,base,8,-27,3,8.04,0.4,2,0.054,4,0.405,2.0,0.27
link_01449,base,4,-27,3,31.05,0.5,10,0.061,4,0.41,1.0,0.67
link_01450,base,6,-20,3,21.77,0.3,7,0.145,8,0.252,2.0,0.7
link_01451,base,4,-27,3,11.89,0.5,3,0.08,8,0.478,0.5,1.99
link_01452,base,2,-28,2,6.82,0.5,2,0.089,4,0.216,1.0,1.35
link_01453,base,4,-28,2,10.81,0.2,3,0.074,2,0.302,0.5,0.65
link_01454,base,4,-28,2,14.62,0.5,4,0.099,4,0.242,1.0,1.75
link_01455,base,4,-20,2,5.4,0.5,1,0.122,2,0.421,1.5,1.15
link_01456,base,6,-27,2,27.89,0.2,9,0.128,2,0.459,0.5,0.21
link_01457,base,2,-27,3,8.27,0.5,2,0.145,2,0.332,1.5,0.14
link_01458,base,2,-28,4,25.97,0.4,8,0.088,2,0.438,1.5,1.88
link_01459,base,2,-28,5,11.91,0.4,3,0.099,2,0.245,1.5,1.25
link_01460,base,6,-20,5,31.96,0.2,10,0.101,8,0.208,0.5,0.01
link_01461,base,4,-20,4,11.93,0.4,3,0.059,6,0.359,2.0,0.94
link_01462,base,8,-28,4,6.67,0.3,2,0.149,6,0.398,1.5,0.78
link_01463,base,8,-27,2,8.47,0.5,2,0.055,4,0.272,2.0,1.55
link_01464,base,2,-28,3,31.89,0.2,10,0.056,2,0.478,2.0,0.63
link_01465,base,2,-29,4,22.09,0.3,7,0.105,8,0.35,1.0,1.29
link_01466,base,4,-27,5,16.37,0.4,5,0.074,2,0.242,2.0,1.55
link_01467,base,4,-29,5,13.22,0.4,4,0.066,4,0.464,1.0,0.92
link_01468,base,8,-28,2,29.56,0.4,9,0.146,6,0.225,0.5,2.06
link_01469,base,8,-28,4,13.08,0.4,4,0.126,2,0.256,1.0,1.8
link_01470,base,4,-29,3,16.02,0.2,5,0.117,8,0.313,2.0,1.98
link_01471,base,2,-28,2,34.8,0.4,11,0.074,4,0.449,1.5,0.83
link_01472,base,8,-27,4,38.95,0.2,12,0.079,2,0.498,1.5,0.6
link_01473,base,4,-29,3,36.83,0.4,12,0.109,2,0.318,1.0,2.02
link_01474,base,2,-27,5,32.63,0.5,10,0.122,2,0.363,1.0,0.6
link_01475,base,4,-20,3,5.47,0.3,1,0.09,6,0.5,0.5,2.21
link_01476,base,2,-27,5,34.48,0.4,11,0.149,2,0.339,2.0,1.95
link_01477,base,2,-27,3,29.37,0.3,9,0.132,2,0.376,1.5,1.95
link_01478,base,4,-27,3,6.26,0.5,2,0.083,8,0.279,1.5,2.06
link_01479,base,8,-27,3,24.65,0.5,8,0.087,6,0.24,0.5,0.19
link_01480,base,2,-29,2,24.94,0.4,8,0.073,8,0.359,1.5,2.1
link_01481,base,8,-28,3,24.29,0.3,8,0.144,4,0.222,2.0,0.69
link_01482,base,2,-27,4,14.83,0.2,4,0.12,6,0.239,2.0,2.35
link_01483,base,6,-27,4,3.63,0.3,1,0.099,8,0.329,0.5,1.3
link_01484,base,4,-20,2,5.65,0.2,1,0.144,2,0.356,1.0,0.9
link_01485,base,2,-27,5,17.12,0.3,5,0.118,2,0.296,1.0,0.25
link_01486,base,4,-29,4,8.67,0.4,2,0.055,8,0.353,1.0,1.09
link_01487,base,8,-20,3,6.13,0.3,2,0.148,6,0.287,0.5,0.29
link_01488,base,2,-20,3,13.55,0.4,4,0.08,8,0.459,1.0,1.02
link_01489,base,6,-27,2,10.05,0.2,3,0.117,8,0.407,0.5,1.51
link_01490,base,6,-27,4,3.8,0.4,1,0.107,2,0.414,2.0,2.48
link_01491,base,4,-20,5,24.15,0.5,8,0.137,6,0.449,2.0,0.22
link_01492,base,4,-29,5,21.84,0.3,7,0.065,2,0.288,1.5,1.42
link_01493,base,4,-28,3,32.11,0.2,10,0.068,4,0.288,1.0,1.94
link_01494,base,2,-20,2,18.34,0.5,6,0.066,2,0.337,2.0,2.43
link_01495,base,8,-28,3,3.16,0.4,1,0.106,4,0.356,1.0,0.81
link_01496,base,6,-28,3,27.18,0.2,9,0.134,6,0.448,1.5,2.4
link_01497,base,2,-28,5,35.72,0.4,11,0.053,4,0.322,1.5,1.36
link_01498,base,6,-27,5,7.57,0.5,2,0.084,2,0.477,1.0,0.04
link_01499,base,8,-27,3,20.31,0.3,6,0.131,6,0.371,0.5,0.63
link_01500,base,6,-20,3,9.3,0.3,3,0.109,6,0.455,1.5,1.57
link_01501,base,2,-28,5,3.54,0.3,1,0.05,8,0.38,2.0,0.16
link_01502,base,8,-28,2,4.1,0.2,1,0.117,6,0.447,0.5,0.12
link_01503,base,2,-29,2,4.52,0.4,1,0.113,2,0.457,1.5,0.14
link_01504,base,4,-28,5,17.5,0.5,5,0.113,2,0.419,1.0,1.59
link_01505,base,8,-20,5,12.26,0.4,4,0.089,2,0.414,2.0,2.21
link_01506,base,8,-28,3,29.59,0.4,9,0.052,2,0.424,2.0,1.81
link_01507,base,8,-27,3,33.39,0.2,11,0.127,6,0.207,1.5,0.17
link_01508,base,4,-20,3,9.42,0.2,3,0.144,6,0.307,1.0,0.51
link_01509,base,8,-27,5,36.8,0.2,12,0.096,4,0.455,1.0,1.7
link_01510,base,4,-27,5,4.99,0.2,1,0.072,8,0.271,1.5,0.33
link_01511,base,6,-20,2,20.84,0.3,6,0.072,2,0.467,1.5,0.77
link_01512,base,4,-29,2,24.52,0.3,8,0.136,6,0.353,0.5,1.08
link_01513,base,2,-28,5,12.82,0.3,4,0.118,2,0.32,0.5,2.32
link_01514,base,8,-28,3,36.39,0.2,12,0.051,4,0.392,2.0,2.24
link_01515,base,4,-27,3,24.38,0.4,8,0.102,8,0.251,1.5,1.84
link_01516,base,8,-28,5,20.67,0.3,6,0.137,4,0.463,1.0,1.36
link_01517,base,8,-27,4,39.84,0.3,13,0.107,8,0.488,0.5,1.23
link_01518,base,8,-20,2,28.71,0.5,9,0.098,2,0.321,2.0,0.59
link_01519,base,4,-27,4,17.39,0.2,5,0.088,4,0.225,1.0,0.45
link_01520,base,6,-28,2,25.91,0.5,8,0.118,6,0.204,1.5,1.35
link_01521,base,2,-29,5,19.0,0.3,6,0.123,4,0.222,1.0,0.82
link_01522,base,8,-27,4,17.12,0.3,5,0.093,6,0.435,0.5,2.38
link_01523,base,2,-29,2,6.82,0.3,2,0.116,8,0.493,1.5,1.27
link_01524,base,4,-29,4,13.09,0.2,4,0.115,6,0.304,2.0,2.41
link_01525,base,2,-20,2,30.54,0.4,10,0.142,4,0.469,2.0,1.12
link_01526,base,4,-27,5,20.15,0.4,6,0.088,2,0.489,0.5,1.8
link_01527,base,8,-20,5,27.22,0.5,9,0.104,8,0.352,1.0,2.09
link_01528,base,4,-20,2,6.92,0.4,2,0.118,2,0.32,1.0,1.71
link_01529,base,6,-27,4,32.11,0.2,10,0.116,6,0.427,2.0,0.95
link_01530,base,8,-27,2,25.54,0.2,8,0.067,4,0.434,1.5,2.13
link_01531,base,4,-20,5,12.2,0.5,4,0.07,6,0.448,1.5,0.46
link_01532,base,4,-29,5,11.37,0.3,3,0.137,4,0.364,0.5,0.85
link_01533,base,2,-29,3,8.25,0.4,2,0.122,8,0.253,1.5,0.97
link_01534,base,4,-20,3,38.81,0.3,12,0.084,6,0.231,0.5,1.4
link_01535,base,6,-27,5,16.87,0.4,5,0.146,6,0.205,1.5,1.89
link_01536,base,6,-29,3,31.37,0.2,10,0.069,2,0.463,0.5,2.32
link_01537,base,8,-20,3,6.3,0.2,2,0.07,6,0.375,1.5,1.98
link_01538,base,6,-28,5,5.27,0.4,1,0.059,6,0.336,1.5,2.07
link_01539,base,4,-28,4,9.69,0.3,3,0.132,8,0.418,0.5,0.6
link_01540,base,6,-27,2,18.2,0.4,6,0.145,4,0.409,0.5,0.71
link_01541,base,2,-27,4,31.25,0.3,10,0.096,2,0.409,2.0,1.4
link_01542,base,4,-20,2,24.99,0.4,8,0.086,4,0.453,1.5,1.01
link_01543,base,6,-20,5,35.83,0.2,11,0.146,8,0.438,2.0,1.35
link_01544,base,4,-28,5,12.62,0.4,4,0.101,6,0.362,1.5,1.83
link_01545,base,6,-29,4,18.03,0.3,6,0.1,6,0.487,0.5,2.42
link_01546,base,8,-29,2,32.87,0.3,10,0.143,2,0.465,0.5,0.39
link_01547,base,4,-28,2,13.66,0.3,4,0.063,2,0.44,1.5,0.17
link_01548,base,6,-20,2,2.21,0.3,1,0.113,8,0.367,1.0,1.7
link_01549,base,6,-20,5,12.79,0.5,4,0.064,4,0.327,2.0,1.8
link_01550,base,8,-28,2,13.12,0.3,4,0.087,4,0.476,1.5,0.52
link_01551,base,4,-28,2,38.43,0.3,12,0.069,2,0.238,1.0,2.2
link_01552,base,6,-27,2,26.52,0.5,8,0.124,2,0.356,2.0,0.66
link_01553,base,8,-29,2,8.09,0.3,2,0.127,8,0.356,0.5,1.66
link_01554,base,4,-29,5,8.72,0.5,2,0.082,6,0.369,1.5,1.21
link_01555,base,2,-29,3,16.4,0.2,5,0.101,8,0.315,1.0,1.82
link_01556,base,4,-20,2,16.91,0.5,5,0.068,8,0.406,1.0,1.11
link_01557,base,4,-28,2,29.25,0.4,9,0.068,4,0.373,1.0,1.85
link_01558,base,2,-20,4,35.5,0.2,11,0.114,4,0.366,1.0,0.59
link_01559,base,6,-28,3,8.33,0.4,2,0.106,6,0.28,0.5,1.22
link_01560,base,8,-28,3,26.5,0.5,8,0.079,2,0.371,1.5,2.16
link_01561,base,8,-27,3,23.95,0.5,7,0.11,8,0.201,1.0,1.1
link_01562,base,6,-28,5,8.16,0.5,2,0.122,4,0.347,1.5,0.35
link_01563,base,4,-28,3,38.15,0.2,12,0.131,2,0.24,1.5,0.99
link_01564,base,2,-28,3,32.04,0.2,10,0.138,6,0.428,2.0,1.52
link_01565,base,8,-20,4,37.71,0.3,12,0.119,6,0.4,1.5,0.46
link_01566,base,8,-27,2,26.22,0.3,8,0.052,6,0.271,2.0,1.61
link_01567,base,6,-27,5,32.96,0.2,10,0.085,4,0.486,0.5,0.06
link_01568,base,4,-29,2,7.67,0.2,2,0.08,8,0.283,1.0,0.14
link_01569,base,2,-20,5,33.28,0.2,11,0.071,8,0.228,0.5,0.36
link_01570,base,4,-28,2,3.84,0.3,1,0.066,8,0.323,1.0,0.13
link_01571,base,2,-27,2,25.02,0.5,8,0.09,4,0.474,0.5,0.3
link_01572,base,8,-28,4,29.42,0.5,9,0.143,4,0.478,1.0,0.09
link_01573,base,8,-20,4,23.73,0.3,7,0.104,4,0.337,1.5,1.94
link_01574,base,6,-28,2,5.94,0.2,1,0.078,8,0.388,1.0,2.3
link_01575,base,6,-28,3,34.67,0.4,11,0.088,2,0.452,1.0,1.75
link_01576,base,6,-20,2,15.94,0.2,5,0.131,4,0.415,1.5,0.32
link_01577,base,8,-27,2,28.39,0.3,9,0.147,2,0.243,1.0,1.06
link_01578,base,6,-29,5,15.64,0.4,5,0.126,4,0.264,0.5,0.65
link_01579,base,4,-27,3,4.85,0.5,1,0.143,8,0.237,1.0,1.2
link_01580,base,6,-27,3,23.19,0.2,7,0.094,2,0.329,0.5,1.03
link_01581,base,6,-27,4,6.94,0.4,2,0.076,4,0.448,0.5,0.55
link_01582,base,6,-27,3,28.99,0.2,9,0.062,6,0.472,2.0,2.39
link_01583,base,8,-29,5,23.45,0.4,7,0.112,6,0.333,1.5,0.93
link_01584,base,4,-28,4,18.16,0.5,6,0.134,4,0.451,1.5,1.15
link_01585,base,2,-27,2,2.1,0.2,1,0.054,2,0.442,2.0,1.38
link_01586,base,8,-29,2,5.81,0.5,1,0.066,2,0.363,0.5,2.03
link_01587,base,8,-27,3,27.47,0.2,9,0.137,2,0.492,0.5,1.16
link_01588,base,2,-20,5,9.43,0.2,3,0.075,8,0.414,1.5,0.2
link_01589,base,6,-29,4,3.82,0.5,1,0.08,8,0.252,1.0,0.06
link_01590,base,4,-29,4,23.47,0.5,7,0.093,8,0.379,2.0,0.07
link_01591,base,2,-29,3,6.58,0.3,2,0.111,4,0.447,2.0,2.3
link_01592,base,8,-20,3,33.86,0.2,11,0.085,2,0.357,1.0,1.75
link_01593,base,2,-27,4,20.05,0.5,6,0.091,2,0.293,1.5,1.57
link_01594,base,2,-27,2,2.95,0.5,1,0.109,8,0.237,1.5,0.09
link_01595,base,6,-28,2,30.46,0.4,10,0.107,6,0.275,0.5,0.79
link_01596,base,6,-27,4,8.54,0.5,2,0.143,8,0.435,2.0,1.6
link_01597,base,4,-20,5,26.63,0.2,8,0.131,8,0.381,1.5,0.26
link_01598,base,2,-28,3,36.51,0.5,12,0.079,2,0.346,1.5,0.62
link_01599,base,6,-20,3,33.57,0.3,11,0.124,6,0.375,0.5,2.49
link_01600,base,2,-27,4,18.95,0.3,6,0.138,4,0.208,2.0,0.13
link_01601,base,4,-27,2,19.51,0.5,6,0.055,4,0.398,0.5,1.58
link_01602,base,6,-27,2,27.1,0.3,9,0.087,8,0.47,0.5,0.21
link_01603,base,2,-29,2,18.89,0.2,6,0.147,8,0.468,1.5,1.34
link_01604,base,2,-20,4,8.11,0.3,2,0.107,8,0.492,1.5,1.09
link_01605,base,4,-27,2,2.44,0.4,1,0.104,8,0.342,2.0,1.67
link_01606,base,4,-28,5,33.49,0.2,11,0.08,8,0.227,0.5,2.34
link_01607,base,8,-29,3,21.41,0.5,7,0.106,4,0.339,2.0,1.45
link_01608,base,8,-27,4,39.96,0.2,13,0.109,4,0.414,1.5,2.26
link_01609,base,8,-27,4,5.36,0.5,1,0.054,4,0.253,1.5,1.69
link_01610,base,4,-29,5,32.72,0.4,10,0.061,8,0.374,2.0,0.45
link_01611,base,8,-29,5,26.32,0.5,8,0.105,6,0.481,2.0,0.06
link_01612,base,6,-28,2,19.22,0.5,6,0.051,6,0.231,1.0,0.4
link_01613,base,4,-20,4,37.47,0.3,12,0.05,4,0.28,2.0,1.33
link_01614,base,2,-20,3,21.07,0.4,7,0.09,4,0.497,2.0,1.5
link_01615,base,2,-27,2,4.59,0.4,1,0.057,2,0.376,1.0,0.89
link_01616,base,4,-28,5,30.71,0.2,10,0.073,8,0.416,0.5,0.85
link_01617,base,2,-29,4,39.28,0.2,13,0.09,2,0.473,1.5,2.27
link_01618,base,6,-20,3,12.58,0.4,4,0.062,2,0.329,0.5,2.18
link_01619,base,6,-27,5,28.49,0.5,9,0.135,8,0.427,2.0,2.24
link_01620,base,2,-28,4,37.39,0.2,12,0.105,2,0.46,2.0,2.08
link_01621,base,6,-27,5,7.53,0.4,2,0.091,2,0.436,1.5,1.56
link_01622,base,8,-29,5,36.93,0.3,12,0.12,8,0.409,2.0,0.78
link_01623,base,6,-27,4,21.26,0.4,7,0.109,6,0.441,0.5,0.28
link_01624,base,4,-27,5,25.32,0.4,8,0.075,8,0.467,0.5,0.88
link_01625,base,2,-20,2,4.67,0.3,1,0.133,8,0.262,1.5,0.62
link_01626,base,4,-27,4,39.08,0.4,13,0.087,2,0.314,0.5,0.12
link_01627,base,6,-28,4,24.58,0.4,8,0.068,6,0.476,2.0,1.71
link_01628,base,8,-20,5,12.41,0.5,4,0.055,8,0.279,0.5,2.05
link_01629,base,6,-20,4,37.39,0.5,12,0.126,6,0.361,0.5,1.43
link_01630,base,6,-29,3,31.74,0.3,10,0.128,2,0.328,1.0,2.14
link_01631,base,8,-20,3,16.04,0.3,5,0.127,6,0.41,0.5,0.27
link_01632,base,6,-28,2,26.04,0.2,8,0.119,8,0.248,1.0,0.3
link_01633,base,4,-20,5,7.78,0.5,2,0.119,8,0.293,1.0,1.91
link_01634,base,8,-27,2,25.3,0.2,8,0.068,2,0.228,1.5,1.33
link_01635,base,8,-27,2,21.65,0.2,7,0.061,8,0.344,2.0,2.48
link_01636,base,2,-28,4,6.86,0.5,2,0.143,2,0.479,1.5,1.12
link_01637,base,8,-29,3,39.78,0.5,13,0.058,2,0.476,0.5,0.51
link_01638,base,8,-29,3,11.55,0.5,3,0.085,8,0.46,0.5,1.15
link_01639,base,4,-29,4,15.31,0.3,5,0.081,2,0.402,1.0,1.26
link_01640,base,6,-29,2,35.39,0.2,11,0.118,8,0.276,1.5,0.71
link_01641,base,4,-28,2,19.75,0.2,6,0.064,4,0.246,2.0,0.71
link_01642,base,8,-27,5,22.42,0.5,7,0.14,8,0.429,1.0,1.66
link_01643,base,4,-20,3,26.51,0.2,8,0.069,8,0.406,0.5,2.24
link_01644,base,2,-27,2,15.44,0.5,5,0.146,2,0.276,1.0,0.08
link_01645,base,4,-29,3,25.14,0.4,8,0.112,4,0.299,1.0,2.2
link_01646,base,2,-27,5,2.45,0.5,1,0.097,6,0.354,0.5,2.11
link_01647,base,4,-29,4,15.12,0.4,5,0.142,6,0.278,2.0,0.13
link_01648,base,6,-27,5,22.21,0.3,7,0.095,2,0.205,1.5,0.6
